"","Gene","seqnames","start","end","width","strand","ranges"
"577","AT1G04930","1",1396293,1399053,2761,"-","1396293-1399053"
"578","AT1G04940","1",1399182,1400770,1589,"+","1399182-1400770"
"581","AT1G04945","1",1400908,1403112,2205,"+","1400908-1403112"
"582","AT1G04950","1",1403085,1407468,4384,"-","1403085-1407468"
"585","AT1G04960","1",1407801,1410868,3068,"-","1407801-1410868"
"587","AT1G04970","1",1411170,1413627,2458,"+","1411170-1413627"
"589","AT1G04980","1",1413644,1416144,2501,"-","1413644-1416144"
"590","AT1G04985","1",1416343,1418482,2140,"-","1416343-1418482"
"591","AT1G04990","1",1419080,1421789,2710,"-","1419080-1421789"
"593","AT1G05000","1",1425593,1428782,3190,"+","1425593-1428782"
"595","AT1G05010","1",1431190,1432858,1669,"-","1431190-1432858"
"596","AT1G05020","1",1435254,1437667,2414,"-","1435254-1437667"
"597","AT1G05030","1",1438152,1441417,3266,"-","1438152-1441417"
"598","AT1G05040","1",1447369,1448448,1080,"-","1447369-1448448"
"600","AT1G05055","1",1448718,1450887,2170,"-","1448718-1450887"
"601","AT1G05060","1",1451030,1452872,1843,"-","1451030-1452872"
"602","AT1G05061","1",1453216,1454260,1045,"-","1453216-1454260"
"603","AT1G05065","1",1454969,1455220,252,"-","1454969-1455220"
"604","AT1G05070","1",1457063,1458744,1682,"-","1457063-1458744"
"605","AT1G05080","1",1459091,1460579,1489,"+","1459091-1460579"
"606","AT1G05085","1",1460988,1461670,683,"+","1460988-1461670"
"607","AT1G05090","1",1463202,1465622,2421,"+","1463202-1465622"
"608","AT1G05100","1",1469610,1470881,1272,"+","1469610-1470881"
"609","AT1G05120","1",1471406,1476078,4673,"-","1471406-1476078"
"610","AT1G05135","1",1477500,1478821,1322,"-","1477500-1478821"
"611","AT1G05136","1",1478923,1479063,141,"+","1478923-1479063"
"612","AT1G05140","1",1482548,1484056,1509,"+","1482548-1484056"
"613","AT1G05150","1",1484067,1486960,2894,"-","1484067-1486960"
"614","AT1G05160","1",1487378,1490947,3570,"-","1487378-1490947"
"615","AT1G05170","1",1491111,1494248,3138,"-","1491111-1494248"
"617","AT1G05180","1",1498114,1501824,3711,"-","1498114-1501824"
"620","AT1G05190","1",1502344,1503830,1487,"-","1502344-1503830"
"622","AT1G05200","1",1505317,1509152,3836,"+","1505317-1509152"
"623","AT1G05205","1",1509103,1510281,1179,"-","1509103-1510281"
"624","AT1G05210","1",1510404,1511683,1280,"+","1510404-1511683"
"625","AT1G05220","1",1511907,1512842,936,"+","1511907-1512842"
"628","AT1G05230","1",1512901,1517248,4348,"-","1512901-1517248"
"631","AT1G05240","1",1521137,1522681,1545,"+","1521137-1522681"
"632","AT1G05250","1",1525601,1527234,1634,"-","1525601-1527234"
"633","AT1G05260","1",1529767,1531439,1673,"+","1529767-1531439"
"634","AT1G05270","1",1531641,1534410,2770,"-","1531641-1534410"
"635","AT1G05280","1",1535444,1537525,2082,"-","1535444-1537525"
"636","AT1G05290","1",1539152,1540562,1411,"-","1539152-1540562"
"637","AT1G05291","1",1541348,1542432,1085,"-","1541348-1542432"
"638","AT1G05300","1",1545106,1547849,2744,"-","1545106-1547849"
"640","AT1G05310","1",1550543,1552517,1975,"-","1550543-1552517"
"642","AT1G05320","1",1553608,1557733,4126,"+","1553608-1557733"
"644","AT1G05330","1",1558170,1558583,414,"+","1558170-1558583"
"645","AT1G05340","1",1558844,1559903,1060,"-","1558844-1559903"
"646","AT1G05350","1",1560678,1564123,3446,"-","1560678-1564123"
"647","AT1G05360","1",1564598,1567465,2868,"+","1564598-1567465"
"648","AT1G05370","1",1569192,1572280,3089,"-","1569192-1572280"
"649","AT1G05380","1",1576863,1582614,5752,"+","1576863-1582614"
"651","AT1G05385","1",1582671,1583718,1048,"-","1582671-1583718"
"652","AT1G05390","1",1583772,1583845,74,"-","1583772-1583845"
"653","AT1G05400","1",1584073,1585421,1349,"+","1584073-1585421"
"656","AT1G05410","1",1585371,1587778,2408,"-","1585371-1587778"
"657","AT1G05420","1",1590073,1590753,681,"+","1590073-1590753"
"658","AT1G05430","1",1594057,1595818,1762,"-","1594057-1595818"
"659","AT1G05440","1",1596007,1597848,1842,"-","1596007-1597848"
"661","AT1G05450","1",1600454,1601210,757,"+","1600454-1601210"
"662","AT1G05460","1",1601148,1605027,3880,"-","1601148-1605027"
"663","AT1G05470","1",1607357,1611703,4347,"-","1607357-1611703"
"664","AT1G05490","1",1618602,1623452,4851,"-","1618602-1623452"
"665","AT1G05500","1",1624955,1629224,4270,"+","1624955-1629224"
"666","AT1G05510","1",1629446,1630863,1418,"+","1629446-1630863"
"667","AT1G05520","1",1630900,1635711,4812,"-","1630900-1635711"
"668","AT1G05530","1",1636496,1637863,1368,"-","1636496-1637863"
"669","AT1G05540","1",1639286,1640811,1526,"+","1639286-1640811"
"671","AT1G05550","1",1641098,1642662,1565,"-","1641098-1642662"
"673","AT1G05560","1",1645498,1647147,1650,"-","1645498-1647147"
"674","AT1G05562","1",1645875,1647162,1288,"+","1645875-1647162"
"675","AT1G05570","1",1647706,1659437,11732,"-","1647706-1659437"
"677","AT1G05575","1",1661691,1662187,497,"-","1661691-1662187"
"678","AT1G05577","1",1662370,1664398,2029,"-","1662370-1664398"
"680","AT1G05580","1",1665464,1668902,3439,"-","1665464-1668902"
"681","AT1G05590","1",1669350,1671876,2527,"+","1669350-1671876"
"683","AT1G05600","1",1672099,1673748,1650,"+","1672099-1673748"
"684","AT1G05610","1",1673861,1675934,2074,"-","1673861-1675934"
"685","AT1G05615","1",1677507,1678270,764,"-","1677507-1678270"
"686","AT1G05620","1",1679158,1681710,2553,"+","1679158-1681710"
"688","AT1G05630","1",1682318,1687363,5046,"+","1682318-1687363"
"690","AT1G05640","1",1687436,1689501,2066,"-","1687436-1689501"
"691","AT1G05650","1",1690264,1692126,1863,"-","1690264-1692126"
"692","AT1G05660","1",1694286,1696058,1773,"-","1694286-1696058"
"693","AT1G05670","1",1697587,1701025,3439,"-","1697587-1701025"
"695","AT1G05675","1",1701116,1702749,1634,"-","1701116-1702749"
"696","AT1G05680","1",1703092,1704691,1600,"-","1703092-1704691"
"697","AT1G05690","1",1707011,1709347,2337,"+","1707011-1709347"
"698","AT1G05700","1",1709796,1713245,3450,"+","1709796-1713245"
"703","AT1G05710","1",1716022,1717275,1254,"+","1716022-1717275"
"704","AT1G05720","1",1717447,1718909,1463,"-","1717447-1718909"
"705","AT1G05730","1",1718555,1720303,1749,"+","1718555-1720303"
"706","AT1G05740","1",1720674,1721309,636,"+","1720674-1721309"
"707","AT1G05750","1",1721509,1724734,3226,"+","1721509-1724734"
"708","AT1G05760","1",1723734,1724486,753,"-","1723734-1724486"
"709","AT1G05770","1",1725388,1726283,896,"-","1725388-1726283"
"710","AT1G05780","1",1726608,1728404,1797,"+","1726608-1728404"
"711","AT1G05785","1",1730249,1732626,2378,"+","1730249-1732626"
"714","AT1G05790","1",1733039,1737485,4447,"+","1733039-1737485"
"715","AT1G05800","1",1741204,1742619,1416,"+","1741204-1742619"
"716","AT1G05805","1",1744773,1747693,2921,"+","1744773-1747693"
"717","AT1G05810","1",1748314,1749460,1147,"+","1748314-1749460"
"718","AT1G05820","1",1749682,1753767,4086,"+","1749682-1753767"
"720","AT1G05830","1",1754244,1761817,7574,"+","1754244-1761817"
"722","AT1G05835","1",1762224,1762814,591,"+","1762224-1762814"
"723","AT1G05840","1",1762734,1766281,3548,"-","1762734-1766281"
"724","AT1G05850","1",1766503,1768695,2193,"-","1766503-1768695"
"725","AT1G05860","1",1769014,1771115,2102,"+","1769014-1771115"
"729","AT1G05870","1",1772211,1773293,1083,"-","1772211-1773293"
"730","AT1G05880","1",1775643,1778553,2911,"+","1775643-1778553"
"733","AT1G05890","1",1779357,1784529,5173,"+","1779357-1784529"
"734","AT1G05894","1",1784803,1786292,1490,"+","1784803-1786292"
"735","AT1G05900","1",1786856,1789671,2816,"+","1786856-1789671"
"737","AT1G05910","1",1790224,1796647,6424,"+","1790224-1796647"
"738","AT1G05920","1",1796778,1798254,1477,"+","1796778-1798254"
"739","AT1G05925","1",1798901,1799062,162,"-","1798901-1799062"
"740","AT1G05930","1",1799418,1800933,1516,"+","1799418-1800933"
"741","AT1G05940","1",1801162,1803984,2823,"-","1801162-1803984"
"742","AT1G05950","1",1804401,1807471,3071,"-","1804401-1807471"
"744","AT1G05960","1",1807973,1815474,7502,"-","1807973-1815474"
"746","AT1G05970","1",1816062,1817282,1221,"-","1816062-1817282"
"747","AT1G05980","1",1817400,1817471,72,"+","1817400-1817471"
"748","AT1G05990","1",1818447,1819040,594,"+","1818447-1819040"
"749","AT1G06000","1",1820308,1821894,1587,"-","1820308-1821894"
"750","AT1G06002","1",1820977,1821918,942,"+","1820977-1821918"
"751","AT1G06010","1",1822618,1823997,1380,"+","1822618-1823997"
"752","AT1G06020","1",1824548,1826101,1554,"+","1824548-1826101"
"753","AT1G06030","1",1826880,1828161,1282,"+","1826880-1828161"
"754","AT1G06040","1",1828413,1829890,1478,"-","1828413-1829890"
"756","AT1G06050","1",1830605,1832555,1951,"-","1830605-1832555"
"757","AT1G06060","1",1832943,1834861,1919,"+","1832943-1834861"
"758","AT1G06070","1",1834829,1837648,2820,"-","1834829-1837648"
"759","AT1G06080","1",1843568,1846302,2735,"+","1843568-1846302"
"760","AT1G06090","1",1847883,1849693,1811,"+","1847883-1849693"
"761","AT1G06100","1",1851530,1853019,1490,"+","1851530-1853019"
"762","AT1G06110","1",1853077,1855031,1955,"-","1853077-1855031"
"763","AT1G06120","1",1855943,1857718,1776,"+","1855943-1857718"
"765","AT1G06130","1",1857767,1860730,2964,"-","1857767-1860730"
"766","AT1G06135","1",1862197,1862742,546,"+","1862197-1862742"
"767","AT1G06137","1",1863544,1863750,207,"-","1863544-1863750"
"768","AT1G06140","1",1864796,1866472,1677,"+","1864796-1866472"
"770","AT1G06148","1",1875840,1877528,1689,"-","1875840-1877528"
"771","AT1G06149","1",1868989,1873718,4730,"-","1868989-1873718"
"772","AT1G06150","1",1867015,1873718,6704,"-","1867015-1873718"
"774","AT1G06160","1",1883004,1883934,931,"+","1883004-1883934"
"776","AT1G06170","1",1884991,1886897,1907,"-","1884991-1886897"
"777","AT1G06180","1",1889408,1891158,1751,"+","1889408-1891158"
"778","AT1G06190","1",1892273,1894148,1876,"-","1892273-1894148"
"780","AT1G06200","1",1894336,1896935,2600,"-","1894336-1896935"
"781","AT1G06210","1",1897203,1899208,2006,"+","1897203-1899208"
"783","AT1G06220","1",1899964,1904873,4910,"+","1899964-1904873"
"785","AT1G06225","1",1905975,1906226,252,"+","1905975-1906226"
"787","AT1G06230","1",1907089,1910848,3760,"+","1907089-1910848"
"789","AT1G06240","1",1911122,1913205,2084,"+","1911122-1913205"
"790","AT1G06250","1",1913256,1914895,1640,"-","1913256-1914895"
"791","AT1G06260","1",1916430,1917585,1156,"+","1916430-1917585"
"792","AT1G06265","1",1914943,1917661,2719,"-","1914943-1917661"
"794","AT1G06270","1",1918088,1919760,1673,"-","1918088-1919760"
"795","AT1G06280","1",1920307,1920949,643,"-","1920307-1920949"
"796","AT1G06290","1",1922352,1926278,3927,"+","1922352-1926278"
"797","AT1G06310","1",1926791,1930258,3468,"+","1926791-1930258"
"798","AT1G06320","1",1930523,1931449,927,"+","1930523-1931449"
"799","AT1G06330","1",1931671,1932266,596,"-","1931671-1932266"
"800","AT1G06340","1",1933284,1934014,731,"-","1933284-1934014"
"801","AT1G06350","1",1935293,1936819,1527,"-","1935293-1936819"
"802","AT1G06360","1",1938963,1940459,1497,"-","1938963-1940459"
"803","AT1G06370","1",1942843,1944934,2092,"-","1942843-1944934"
"804","AT1G06380","1",1945124,1946076,953,"+","1945124-1946076"
"805","AT1G06390","1",1946788,1950755,3968,"+","1946788-1950755"
"807","AT1G06400","1",1950844,1952785,1942,"-","1950844-1952785"
"808","AT1G06410","1",1954850,1958756,3907,"+","1954850-1958756"
"809","AT1G06420","1",1958923,1959947,1025,"+","1958923-1959947"
"811","AT1G06430","1",1960058,1963011,2954,"-","1960058-1963011"
"812","AT1G06440","1",1963380,1965051,1672,"-","1963380-1965051"
"813","AT1G06450","1",1965840,1967219,1380,"+","1965840-1967219"
"814","AT1G06460","1",1967087,1969561,2475,"-","1967087-1969561"
"815","AT1G06470","1",1969729,1973767,4039,"+","1969729-1973767"
"817","AT1G06475","1",1973834,1974386,553,"-","1973834-1974386"
"818","AT1G06480","1",1978084,1978157,74,"+","1978084-1978157"
"819","AT1G06490","1",1978762,1989409,10648,"+","1978762-1989409"
"821","AT1G06500","1",1989479,1990730,1252,"+","1989479-1990730"
"824","AT1G06510","1",1992333,1993840,1508,"+","1992333-1993840"
"826","AT1G06515","1",1990636,1992197,1562,"-","1990636-1992197"
"827","AT1G06520","1",1993978,1996112,2135,"-","1993978-1996112"
"828","AT1G06530","1",2001594,2002596,1003,"+","2001594-2002596"
"829","AT1G06540","1",2002877,2003393,517,"-","2002877-2003393"
"830","AT1G06550","1",2003627,2007190,3564,"-","2003627-2007190"
"831","AT1G06560","1",2007615,2012006,4392,"+","2007615-2012006"
"832","AT1G06570","1",2011885,2013545,1661,"-","2011885-2013545"
"834","AT1G06580","1",2014003,2016054,2052,"-","2014003-2016054"
"835","AT1G06590","1",2016308,2024662,8355,"-","2016308-2024662"
"836","AT1G06610","1",2025356,2025428,73,"+","2025356-2025428"
"837","AT1G06620","1",2025601,2027271,1671,"+","2025601-2027271"
"840","AT1G06630","1",2027739,2031388,3650,"+","2027739-2031388"
"843","AT1G06640","1",2032338,2034018,1681,"+","2032338-2034018"
"844","AT1G06645","1",2034156,2035626,1471,"+","2034156-2035626"
"846","AT1G06650","1",2035884,2037363,1480,"+","2035884-2037363"
"847","AT1G06660","1",2037311,2040246,2936,"-","2037311-2040246"
"848","AT1G06670","1",2040433,2047612,7180,"+","2040433-2047612"
"849","AT1G06680","1",2047825,2049418,1594,"+","2047825-2049418"
"851","AT1G06690","1",2049602,2052154,2553,"-","2049602-2052154"
"853","AT1G06700","1",2052483,2055280,2798,"-","2052483-2055280"
"854","AT1G06710","1",2056575,2060242,3668,"-","2056575-2060242"
"855","AT1G06720","1",2060444,2067323,6880,"-","2060444-2067323"
"856","AT1G06730","1",2067529,2070446,2918,"+","2067529-2070446"
"857","AT1G06740","1",2070737,2073535,2799,"+","2070737-2073535"
"858","AT1G06750","1",2072979,2076468,3490,"+","2072979-2076468"
"860","AT1G06760","1",2076504,2077698,1195,"-","2076504-2077698"
"861","AT1G06770","1",2078911,2081927,3017,"-","2078911-2081927"
"864","AT1G06780","1",2083424,2086962,3539,"+","2083424-2086962"
"865","AT1G06790","1",2087232,2089447,2216,"+","2087232-2089447"
"867","AT1G06800","1",2089417,2091686,2270,"-","2089417-2091686"
"869","AT1G06810","1",2091738,2092528,791,"-","2091738-2092528"
"870","AT1G06820","1",2092946,2096232,3287,"-","2092946-2096232"
"871","AT1G06830","1",2097151,2097655,505,"+","2097151-2097655"
"872","AT1G06840","1",2097747,2103479,5733,"-","2097747-2103479"
"873","AT1G06850","1",2105048,2106749,1702,"+","2105048-2106749"
"875","AT1G06860","1",2107398,2107468,71,"-","2107398-2107468"
"876","AT1G06870","1",2108593,2110986,2394,"+","2108593-2110986"
"877","AT1G06880","1",2111148,2111218,71,"-","2111148-2111218"
"879","AT1G06890","1",2111563,2114601,3039,"-","2111563-2114601"
"881","AT1G06900","1",2114927,2120745,5819,"-","2114927-2120745"
"882","AT1G06910","1",2120991,2123748,2758,"+","2120991-2123748"
"883","AT1G06920","1",2124854,2125801,948,"-","2124854-2125801"
"884","AT1G06923","1",2126749,2128060,1312,"+","2126749-2128060"
"885","AT1G06925","1",2127704,2128611,908,"-","2127704-2128611"
"886","AT1G06930","1",2128843,2129883,1041,"+","2128843-2129883"
"887","AT1G06950","1",2130142,2135665,5524,"-","2130142-2135665"
"889","AT1G06960","1",2135852,2137702,1851,"+","2135852-2137702"
"891","AT1G06970","1",2138109,2140818,2710,"+","2138109-2140818"
"892","AT1G06980","1",2143031,2143821,791,"-","2143031-2143821"
"893","AT1G06990","1",2148387,2150152,1766,"+","2148387-2150152"
"894","AT1G07000","1",2150194,2152325,2132,"-","2150194-2152325"
"897","AT1G07010","1",2152887,2155269,2383,"+","2152887-2155269"
"898","AT1G07020","1",2155213,2156008,796,"-","2155213-2156008"
"899","AT1G07025","1",2157658,2158158,501,"-","2157658-2158158"
"900","AT1G07030","1",2158420,2160809,2390,"-","2158420-2160809"
"901","AT1G07040","1",2160938,2163308,2371,"-","2160938-2163308"
"902","AT1G07050","1",2164188,2165239,1052,"-","2164188-2165239"
"903","AT1G07051","1",2165517,2165746,230,"+","2165517-2165746"
"904","AT1G07060","1",2167107,2168397,1291,"-","2167107-2168397"
"905","AT1G07070","1",2168564,2169851,1288,"+","2168564-2169851"
"906","AT1G07080","1",2169982,2172194,2213,"+","2169982-2172194"
"907","AT1G07090","1",2173952,2174894,943,"-","2173952-2174894"
"908","AT1G07100","1",2177885,2177958,74,"+","2177885-2177958"
"909","AT1G07110","1",2178104,2184148,6045,"-","2178104-2184148"
"910","AT1G07119","1",2184347,2186539,2193,"+","2184347-2186539"
"911","AT1G07120","1",2184759,2186580,1822,"-","2184759-2186580"
"912","AT1G07128","1",2187621,2188417,797,"-","2187621-2188417"
"913","AT1G07130","1",2187776,2188733,958,"+","2187776-2188733"
"914","AT1G07135","1",2189928,2190659,732,"-","2189928-2190659"
"915","AT1G07140","1",2191723,2193793,2071,"-","2191723-2193793"
"917","AT1G07150","1",2194279,2195796,1518,"-","2194279-2195796"
"918","AT1G07160","1",2197908,2199748,1841,"-","2197908-2199748"
"920","AT1G07170","1",2200134,2201146,1013,"+","2200134-2201146"
"922","AT1G07175","1",2202330,2202774,445,"+","2202330-2202774"
"923","AT1G07180","1",2204320,2206934,2615,"+","2204320-2206934"
"924","AT1G07190","1",2208013,2208177,165,"+","2208013-2208177"
"926","AT1G07200","1",2208730,2210844,2115,"-","2208730-2210844"
"927","AT1G07210","1",2215223,2216982,1760,"+","2215223-2216982"
"928","AT1G07220","1",2216925,2219474,2550,"-","2216925-2219474"
"929","AT1G07230","1",2220253,2222982,2730,"-","2220253-2222982"
"930","AT1G07240","1",2223691,2225452,1762,"+","2223691-2225452"
"931","AT1G07250","1",2225900,2227566,1667,"+","2225900-2227566"
"932","AT1G07260","1",2227594,2229319,1726,"-","2227594-2229319"
"933","AT1G07270","1",2229757,2232897,3141,"-","2229757-2232897"
"934","AT1G07280","1",2238087,2241217,3131,"+","2238087-2241217"
"937","AT1G07290","1",2242256,2244428,2173,"-","2242256-2244428"
"938","AT1G07300","1",2245758,2246492,735,"-","2245758-2246492"
"939","AT1G07310","1",2247509,2248961,1453,"-","2247509-2248961"
"941","AT1G07320","1",2249133,2250529,1397,"+","2249133-2250529"
"944","AT1G07330","1",2251131,2253585,2455,"+","2251131-2253585"
"945","AT1G07340","1",2254822,2256850,2029,"+","2254822-2256850"
"946","AT1G07350","1",2257425,2260101,2677,"-","2257425-2260101"
"948","AT1G07360","1",2260389,2262865,2477,"-","2260389-2262865"
"949","AT1G07370","1",2263140,2264551,1412,"+","2263140-2264551"
"950","AT1G07380","1",2264829,2268306,3478,"-","2264829-2268306"
"951","AT1G07390","1",2269893,2274816,4924,"+","2269893-2274816"
