"","Gene","seqnames","start","end","width","strand","ranges"
"4998","AT1G35320","1",12959057,12962853,3797,"-","12959057-12962853"
"4999","AT1G35330","1",12965046,12966113,1068,"+","12965046-12966113"
"5000","AT1G35333","1",12970271,12970420,150,"+","12970271-12970420"
"5002","AT1G35340","1",12977765,12979910,2146,"+","12977765-12979910"
"5005","AT1G35350","1",12981251,12984583,3333,"-","12981251-12984583"
"5006","AT1G35360","1",12990113,12990867,755,"+","12990113-12990867"
"5007","AT1G35365","1",12991392,12992145,754,"+","12991392-12992145"
"5008","AT1G35370","1",13000586,13005078,4493,"+","13000586-13005078"
"5009","AT1G35375","1",13005673,13006187,515,"-","13005673-13006187"
"5010","AT1G35380","1",13006356,13007926,1571,"-","13006356-13007926"
"5011","AT1G35390","1",13008911,13014607,5697,"+","13008911-13014607"
"5012","AT1G35400","1",13018289,13019198,910,"+","13018289-13019198"
"5013","AT1G35405","1",13019299,13023624,4326,"-","13019299-13023624"
"5014","AT1G35410","1",13024161,13024941,781,"+","13024161-13024941"
"5016","AT1G35420","1",13026289,13027667,1379,"+","13026289-13027667"
"5017","AT1G35430","1",13030553,13031152,600,"-","13030553-13031152"
"5018","AT1G35435","1",13032806,13033247,442,"-","13032806-13033247"
"5019","AT1G35440","1",13035294,13036037,744,"-","13035294-13036037"
"5020","AT1G35450","1",13037410,13038752,1343,"-","13037410-13038752"
"5021","AT1G35460","1",13039916,13042102,2187,"+","13039916-13042102"
"5022","AT1G35461","1",13043489,13043629,141,"+","13043489-13043629"
"5023","AT1G35465","1",13046927,13047661,735,"+","13046927-13047661"
"5024","AT1G35467","1",13049164,13049433,270,"+","13049164-13049433"
"5026","AT1G35470","1",13051458,13055014,3557,"-","13051458-13055014"
"5027","AT1G35480","1",13055398,13056364,967,"-","13055398-13056364"
"5028","AT1G35490","1",13061638,13063450,1813,"+","13061638-13063450"
"5029","AT1G35500","1",13066087,13066596,510,"+","13066087-13066596"
"5030","AT1G35501","1",13067251,13067335,85,"+","13067251-13067335"
"5031","AT1G35510","1",13071165,13074949,3785,"+","13071165-13074949"
"5032","AT1G35513","1",13076845,13077489,645,"+","13076845-13077489"
"5033","AT1G35515","1",13077926,13080265,2340,"+","13077926-13080265"
"5034","AT1G35516","1",13078618,13079773,1156,"+","13078618-13079773"
"5035","AT1G35520","1",13082819,13085830,3012,"-","13082819-13085830"
"5036","AT1G35530","1",13089869,13097078,7210,"+","13089869-13097078"
"5038","AT1G35535","1",13098266,13102245,3980,"+","13098266-13102245"
"5039","AT1G35537","1",13105206,13105570,365,"-","13105206-13105570"
"5040","AT1G35540","1",13108634,13111700,3067,"+","13108634-13111700"
"5041","AT1G35545","1",13110517,13112832,2316,"-","13110517-13112832"
"5042","AT1G35550","1",13112506,13113136,631,"+","13112506-13113136"
"5043","AT1G35560","1",13115826,13117235,1410,"-","13115826-13117235"
"5044","AT1G35570","1",13119619,13120439,821,"-","13119619-13120439"
"5045","AT1G35580","1",13122204,13125264,3061,"-","13122204-13125264"
"5048","AT1G35590","1",13131935,13135837,3903,"+","13131935-13135837"
"5049","AT1G35600","1",13136559,13139252,2694,"+","13136559-13139252"
"5050","AT1G35610","1",13143150,13144988,1839,"-","13143150-13144988"
"5051","AT1G35612","1",13145643,13146693,1051,"+","13145643-13146693"
"5052","AT1G35614","1",13148592,13149559,968,"+","13148592-13149559"
"5053","AT1G35617","1",13153583,13153948,366,"+","13153583-13153948"
"5054","AT1G35620","1",13156368,13158467,2100,"+","13156368-13158467"
"5055","AT1G35625","1",13158466,13160245,1780,"-","13158466-13160245"
"5056","AT1G35630","1",13162966,13164512,1547,"-","13162966-13164512"
"5057","AT1G35640","1",13174552,13175390,839,"+","13174552-13175390"
"5058","AT1G35645","1",13175798,13177747,1950,"+","13175798-13177747"
"5059","AT1G35647","1",13181478,13186236,4759,"-","13181478-13186236"
"5060","AT1G35650","1",13187285,13191749,4465,"-","13187285-13191749"
"5061","AT1G35660","1",13192743,13197976,5234,"+","13192743-13197976"
"5062","AT1G35663","1",13199232,13199771,540,"-","13199232-13199771"
"5063","AT1G35670","1",13205381,13208252,2872,"+","13205381-13208252"
"5064","AT1G35680","1",13208736,13210418,1683,"+","13208736-13210418"
"5065","AT1G35690","1",13214130,13215116,987,"+","13214130-13215116"
"5066","AT1G35700","1",13216616,13217251,636,"+","13216616-13217251"
"5067","AT1G35710","1",13220940,13224681,3742,"+","13220940-13224681"
"5068","AT1G35720","1",13225197,13227195,1999,"+","13225197-13227195"
"5069","AT1G35730","1",13227324,13229796,2473,"-","13227324-13229796"
"5070","AT1G35735","1",13231091,13235530,4440,"-","13231091-13235530"
"5071","AT1G35740","1",13242545,13244065,1521,"+","13242545-13244065"
"5072","AT1G35745","1",13248054,13249824,1771,"-","13248054-13249824"
"5073","AT1G35750","1",13253398,13255570,2173,"-","13253398-13255570"
"5074","AT1G35760","1",13264307,13268116,3810,"+","13264307-13268116"
"5075","AT1G35770","1",13269566,13275678,6113,"-","13269566-13275678"
"5076","AT1G35780","1",13277274,13280289,3016,"-","13277274-13280289"
"5077","AT1G35790","1",13295190,13300109,4920,"-","13295190-13300109"
"5078","AT1G35820","1",13308119,13309257,1139,"-","13308119-13309257"
"5079","AT1G35830","1",13321214,13322122,909,"-","13321214-13322122"
"5080","AT1G35840","1",13324970,13329493,4524,"+","13324970-13329493"
"5081","AT1G35850","1",13330510,13331506,997,"+","13330510-13331506"
"5082","AT1G35860","1",13332047,13334050,2004,"-","13332047-13334050"
"5083","AT1G35870","1",13335257,13339587,4331,"+","13335257-13339587"
"5084","AT1G35880","1",13339851,13341228,1378,"-","13339851-13341228"
"5085","AT1G35890","1",13341300,13341953,654,"+","13341300-13341953"
"5086","AT1G35900","1",13347504,13348433,930,"-","13347504-13348433"
"5087","AT1G35910","1",13363003,13365060,2058,"-","13363003-13365060"
"5088","AT1G35920","1",13372521,13375053,2533,"+","13372521-13375053"
"5089","AT1G35930","1",13375848,13377170,1323,"+","13375848-13377170"
"5090","AT1G35940","1",13377800,13383951,6152,"+","13377800-13383951"
"5091","AT1G35950","1",13384661,13385740,1080,"+","13384661-13385740"
"5092","AT1G35960","1",13390829,13396127,5299,"-","13390829-13396127"
"5093","AT1G35970","1",13397664,13403558,5895,"+","13397664-13403558"
"5094","AT1G35980","1",13406230,13407328,1099,"-","13406230-13407328"
"5095","AT1G35990","1",13409752,13415069,5318,"-","13409752-13415069"
"5096","AT1G35995","1",13418827,13421119,2293,"-","13418827-13421119"
"5097","AT1G36000","1",13422554,13423028,475,"+","13422554-13423028"
"5098","AT1G36010","1",13426455,13430084,3630,"+","13426455-13430084"
"5099","AT1G36020","1",13433919,13434340,422,"-","13433919-13434340"
"5100","AT1G36030","1",13436586,13436828,243,"+","13436586-13436828"
"5101","AT1G36035","1",13440076,13445130,5055,"+","13440076-13445130"
"5102","AT1G36040","1",13446062,13447625,1564,"+","13446062-13447625"
"5104","AT1G36050","1",13450204,13453683,3480,"+","13450204-13453683"
"5105","AT1G36060","1",13454496,13456331,1836,"-","13454496-13456331"
"5106","AT1G36070","1",13466911,13470899,3989,"-","13466911-13470899"
"5108","AT1G36078","1",13481665,13482785,1121,"-","13481665-13482785"
"5109","AT1G36080","1",13483143,13485572,2430,"+","13483143-13485572"
"5110","AT1G36090","1",13487657,13489700,2044,"-","13487657-13489700"
"5111","AT1G36095","1",13491370,13492725,1356,"-","13491370-13492725"
"5112","AT1G36100","1",13494652,13495215,564,"+","13494652-13495215"
"5113","AT1G36105","1",13499042,13500993,1952,"+","13499042-13500993"
"5114","AT1G36110","1",13503912,13506396,2485,"-","13503912-13506396"
"5115","AT1G36120","1",13509837,13514564,4728,"-","13509837-13514564"
"5116","AT1G36130","1",13516325,13520545,4221,"-","13516325-13520545"
"5117","AT1G36140","1",13524940,13527049,2110,"-","13524940-13527049"
"5118","AT1G36150","1",13528257,13529470,1214,"+","13528257-13529470"
"5120","AT1G36160","1",13533870,13544008,10139,"+","13533870-13544008"
"5122","AT1G36180","1",13545972,13558492,12521,"+","13545972-13558492"
"5123","AT1G36185","1",13560124,13564586,4463,"+","13560124-13564586"
"5124","AT1G36190","1",13574382,13576085,1704,"-","13574382-13576085"
"5125","AT1G36200","1",13577455,13580996,3542,"-","13577455-13580996"
"5126","AT1G36210","1",13594514,13597863,3350,"+","13594514-13597863"
"5127","AT1G36220","1",13601056,13601579,524,"-","13601056-13601579"
"5128","AT1G36225","1",13606640,13607930,1291,"+","13606640-13607930"
"5129","AT1G36230","1",13610985,13614051,3067,"-","13610985-13614051"
"5130","AT1G36240","1",13614890,13616233,1344,"+","13614890-13616233"
"5131","AT1G36250","1",13617739,13623656,5918,"+","13617739-13623656"
"5132","AT1G36260","1",13625930,13628052,2123,"-","13625930-13628052"
"5133","AT1G36270","1",13628848,13633367,4520,"-","13628848-13633367"
"5134","AT1G36272","1",13635336,13635521,186,"-","13635336-13635521"
"5135","AT1G36280","1",13640508,13643017,2510,"+","13640508-13643017"
"5137","AT1G36290","1",13643131,13644547,1417,"-","13643131-13644547"
"5138","AT1G36300","1",13647773,13652173,4401,"-","13647773-13652173"
"5139","AT1G36305","1",13660680,13665533,4854,"+","13660680-13665533"
"5140","AT1G36310","1",13669441,13671156,1716,"+","13669441-13671156"
"5142","AT1G36320","1",13671814,13674098,2285,"+","13671814-13674098"
"5143","AT1G36330","1",13677206,13680593,3388,"-","13677206-13680593"
"5144","AT1G36340","1",13683663,13684952,1290,"-","13683663-13684952"
"5145","AT1G36350","1",13686426,13686498,73,"+","13686426-13686498"
"5146","AT1G36360","1",13689534,13695235,5702,"+","13689534-13695235"
"5147","AT1G36370","1",13696042,13698639,2598,"-","13696042-13698639"
"5148","AT1G36380","1",13700814,13701632,819,"+","13700814-13701632"
"5150","AT1G36390","1",13701668,13703572,1905,"-","13701668-13703572"
"5151","AT1G36395","1",13707880,13708633,754,"+","13707880-13708633"
"5152","AT1G36400","1",13711163,13711683,521,"+","13711163-13711683"
"5153","AT1G36403","1",13713118,13713789,672,"-","13713118-13713789"
"5154","AT1G36406","1",13715003,13715997,995,"-","13715003-13715997"
"5155","AT1G36420","1",13720795,13721659,865,"+","13720795-13721659"
"5156","AT1G36430","1",13722744,13724425,1682,"+","13722744-13724425"
"5157","AT1G36440","1",13725802,13727976,2175,"+","13725802-13727976"
"5158","AT1G36441","1",13728578,13729561,984,"-","13728578-13729561"
"5159","AT1G36445","1",13730184,13731569,1386,"+","13730184-13731569"
"5160","AT1G36450","1",13732952,13734576,1625,"+","13732952-13734576"
"5161","AT1G36460","1",13735498,13737957,2460,"-","13735498-13737957"
"5162","AT1G36470","1",13738829,13742675,3847,"-","13738829-13742675"
"5163","AT1G36480","1",13743574,13745382,1809,"+","13743574-13745382"
"5164","AT1G36485","1",13746698,13748098,1401,"+","13746698-13748098"
"5165","AT1G36490","1",13751349,13753857,2509,"+","13751349-13753857"
"5166","AT1G36495","1",13754937,13756247,1311,"+","13754937-13756247"
"5167","AT1G36500","1",13757370,13758805,1436,"+","13757370-13758805"
"5168","AT1G36510","1",13761926,13764265,2340,"+","13761926-13764265"
"5169","AT1G36520","1",13768837,13774806,5970,"+","13768837-13774806"
"5170","AT1G36530","1",13782102,13784776,2675,"-","13782102-13784776"
"5171","AT1G36540","1",13788723,13792563,3841,"+","13788723-13792563"
"5172","AT1G36550","1",13795531,13797285,1755,"+","13795531-13797285"
"5173","AT1G36560","1",13799886,13801807,1922,"-","13799886-13801807"
"5174","AT1G36570","1",13803929,13806745,2817,"+","13803929-13806745"
"5175","AT1G36580","1",13816459,13818556,2098,"-","13816459-13818556"
"5176","AT1G36590","1",13818976,13823475,4500,"+","13818976-13823475"
"5177","AT1G36595","1",13824802,13825075,274,"-","13824802-13825075"
"5178","AT1G36600","1",13825466,13827399,1934,"-","13825466-13827399"
"5179","AT1G36605","1",13828269,13828477,209,"-","13828269-13828477"
"5180","AT1G36610","1",13828493,13831555,3063,"+","13828493-13831555"
"5181","AT1G36620","1",13832106,13835564,3459,"-","13832106-13835564"
"5182","AT1G36622","1",13836131,13836954,824,"-","13836131-13836954"
"5183","AT1G36630","1",13840145,13847625,7481,"-","13840145-13847625"
"5184","AT1G36640","1",13853171,13853687,517,"-","13853171-13853687"
"5185","AT1G36650","1",13854499,13855674,1176,"-","13854499-13855674"
"5186","AT1G36660","1",13861470,13862969,1500,"-","13861470-13862969"
"5187","AT1G36670","1",13864235,13865336,1102,"-","13864235-13865336"
"5188","AT1G36675","1",13867568,13869490,1923,"+","13867568-13869490"
"5189","AT1G36680","1",13871080,13872202,1123,"+","13871080-13872202"
"5190","AT1G36690","1",13873688,13875764,2077,"-","13873688-13875764"
"5191","AT1G36700","1",13877990,13878553,564,"-","13877990-13878553"
"5192","AT1G36710","1",13880249,13881542,1294,"+","13880249-13881542"
"5193","AT1G36720","1",13884483,13888886,4404,"+","13884483-13888886"
"5194","AT1G36730","1",13898210,13900831,2622,"-","13898210-13900831"
"5195","AT1G36732","1",13898210,13900831,2622,"-","13898210-13900831"
"5196","AT1G36740","1",13908906,13910793,1888,"-","13908906-13910793"
"5197","AT1G36745","1",13911137,13911679,543,"+","13911137-13911679"
"5198","AT1G36750","1",13913605,13914682,1078,"+","13913605-13914682"
"5199","AT1G36756","1",13917331,13917816,486,"+","13917331-13917816"
"5200","AT1G36763","1",13921110,13921504,395,"-","13921110-13921504"
"5201","AT1G36770","1",13921668,13925773,4106,"+","13921668-13925773"
"5202","AT1G36775","1",13930101,13932323,2223,"+","13930101-13932323"
"5203","AT1G36790","1",13936159,13938917,2759,"+","13936159-13938917"
"5204","AT1G36795","1",13942799,13945667,2869,"-","13942799-13945667"
"5205","AT1G36800","1",13948347,13950729,2383,"-","13948347-13950729"
"5206","AT1G36810","1",13950803,13953811,3009,"+","13950803-13953811"
"5207","AT1G36830","1",13954827,13955600,774,"-","13954827-13955600"
"5208","AT1G36840","1",13955622,13958831,3210,"+","13955622-13958831"
"5209","AT1G36850","1",13959390,13961285,1896,"-","13959390-13961285"
"5210","AT1G36880","1",13961890,13963772,1883,"-","13961890-13963772"
"5211","AT1G36890","1",13967607,13971416,3810,"-","13967607-13971416"
"5212","AT1G36910","1",13974517,13975976,1460,"-","13974517-13975976"
"5213","AT1G36915","1",13977809,13979110,1302,"-","13977809-13979110"
"5214","AT1G36920","1",13983512,13984424,913,"+","13983512-13984424"
"5215","AT1G36922","1",13984576,13985290,715,"+","13984576-13985290"
"5216","AT1G36925","1",13986436,13987289,854,"+","13986436-13987289"
"5217","AT1G36927","1",13991779,13993095,1317,"-","13991779-13993095"
"5218","AT1G36933","1",13993196,13994997,1802,"-","13993196-13994997"
"5219","AT1G36936","1",13996759,13997730,972,"-","13996759-13997730"
"5221","AT1G36940","1",14003903,14004911,1009,"+","14003903-14004911"
"5222","AT1G36942","1",14006147,14006341,195,"-","14006147-14006341"
"5223","AT1G36950","1",14009673,14010822,1150,"-","14009673-14010822"
"5224","AT1G36960","1",14014796,14015508,713,"+","14014796-14015508"
"5225","AT1G36970","1",14016385,14018356,1972,"-","14016385-14018356"
"5226","AT1G36975","1",14019941,14024331,4391,"+","14019941-14024331"
"5227","AT1G36980","1",14025028,14026941,1914,"+","14025028-14026941"
"5228","AT1G36990","1",14027292,14030500,3209,"-","14027292-14030500"
"5229","AT1G36992","1",14029923,14030768,846,"+","14029923-14030768"
"5230","AT1G37000","1",14036038,14037145,1108,"+","14036038-14037145"
"5231","AT1G37007","1",14039862,14040020,159,"-","14039862-14040020"
"5232","AT1G37010","1",14040918,14041227,310,"+","14040918-14041227"
"5233","AT1G37012","1",14042710,14043727,1018,"-","14042710-14043727"
"5234","AT1G37015","1",14044015,14044859,845,"+","14044015-14044859"
"5235","AT1G37020","1",14046735,14049742,3008,"+","14046735-14049742"
"5236","AT1G37030","1",14050455,14056318,5864,"+","14050455-14056318"
"5237","AT1G37035","1",14056481,14058908,2428,"-","14056481-14058908"
"5238","AT1G37036","1",14060525,14061004,480,"-","14060525-14061004"
"5239","AT1G37037","1",14066920,14067409,490,"-","14066920-14067409"
"5240","AT1G37038","1",14069502,14070837,1336,"+","14069502-14070837"
"5241","AT1G37040","1",14071388,14076253,4866,"+","14071388-14076253"
"5242","AT1G37045","1",14079031,14079707,677,"-","14079031-14079707"
"5243","AT1G37050","1",14079841,14083072,3232,"+","14079841-14083072"
"5244","AT1G37057","1",14094306,14097437,3132,"+","14094306-14097437"
"5245","AT1G37060","1",14084522,14090143,5622,"+","14084522-14090143"
"5246","AT1G37063","1",14101593,14102348,756,"-","14101593-14102348"
"5247","AT1G37070","1",14103157,14105790,2634,"-","14103157-14105790"
"5248","AT1G37080","1",14111458,14112255,798,"-","14111458-14112255"
"5249","AT1G37090","1",14114789,14116885,2097,"-","14114789-14116885"
"5250","AT1G37095","1",14120423,14121025,603,"+","14120423-14121025"
"5251","AT1G37100","1",14124806,14128188,3383,"-","14124806-14128188"
"5252","AT1G37110","1",14130252,14134322,4071,"-","14130252-14134322"
"5253","AT1G37113","1",14136413,14138245,1833,"+","14136413-14138245"
"5254","AT1G37120","1",14143806,14146001,2196,"-","14143806-14146001"
"5255","AT1G37130","1",14158527,14161938,3412,"+","14158527-14161938"
"5256","AT1G37140","1",14170351,14172040,1690,"-","14170351-14172040"
"5258","AT1G37150","1",14174981,14177302,2322,"-","14174981-14177302"
"5262","AT1G37160","1",14181396,14183264,1869,"-","14181396-14183264"
"5263","AT1G37162","1",14184749,14184853,105,"-","14184749-14184853"
"5264","AT1G37170","1",14188824,14190995,2172,"+","14188824-14190995"
"5265","AT1G37180","1",14193585,14194819,1235,"-","14193585-14194819"
"5266","AT1G37190","1",14197638,14200137,2500,"+","14197638-14200137"
"5267","AT1G37200","1",14201054,14206371,5318,"-","14201054-14206371"
"5268","AT1G37210","1",14208782,14211487,2706,"+","14208782-14211487"
"5269","AT1G37275","1",14213199,14213730,532,"+","14213199-14213730"
"5270","AT1G37340","1",14218097,14223712,5616,"-","14218097-14223712"
"5271","AT1G37405","1",14226804,14232764,5961,"+","14226804-14232764"
"5272","AT1G37471","1",14234557,14237169,2613,"+","14234557-14237169"
